session_duration,pages_viewed,clicks_in_session,time_on_ad,mouse_move_events,touch_events,scroll_depth_pct,keystrokes,avg_click_interval_ms,click_interval_std_ms,time_to_first_click_ms,ua_entropy,hour_of_day,day_of_week,ip_clicks_1h,conversion_rate_pub,js_enabled,cookie_enabled,bounce,browser,os,device_type,country,referrer,ad_position,ip_hash,device_hash,publisher_id,Clicked,click_ts,ip_click_velocity_1h,ip_unique_pub_24h,ip_burstiness,dev_click_velocity_1h,dev_unique_ip_24h,pub_click_velocity_1h,pub_unique_ip_ratio_24h,pub_ip_concentration,triad_repeat_count,entity_degree_score
216.9070116948263,7,6,4.147566501997249,112.0,,32.731358780356636,5.0,4072.471221356787,4656.970771186391,1549.7581562621508,4.579104501528974,9,4,2,0.01831157473438108,1,1,0,Chrome,Android,desktop,ID,email,sidebar,ip_5384,dev_5722,pub_36,Human,2025-01-02 00:28:26,0.0,0.0,0.0,0.0,0.0,95.0,0.968421052631579,0.011191135734072018,0.0,0.6931471805599453
4.74145369924471,5,4,1.3742268945305898,33.0,0.0,10.660786606640425,5.0,4046.741564400439,3637.3606950515577,452.28322695780685,3.2902824397678136,11,0,12,0.04929907678586797,1,1,1,Chrome,macOS,desktop,IN,display_network,in_feed,ip_6807,dev_9198,pub_2,Bot,2025-01-02 09:15:21,0.0,0.0,0.0,4.0,4.0,521.0,0.7581573896353166,0.0032530089411695363,0.0,0.6931471805599453
3.4871973772254568,3,7,2.0510167850066705,1.0,0.0,9.588456063965744,0.0,395.15701946168264,67.34397410271515,438.9881158534471,3.6021646185982608,0,4,16,0.022810670115059148,0,1,1,HeadlessChrome,iOS,desktop,PH,direct,footer,ip_6086,dev_9030,pub_4,Bot,2025-01-02 19:13:05,21.0,8.0,1.0,28.0,28.0,660.0,0.6954545454545454,0.0031542699724517904,0.0,6.380122536899765
53.43907499034773,6,3,1.784063119133523,7.0,34.0,37.617891427173674,3.0,592.0994645153183,370.8164039430967,272.6860282644821,3.6226536826780595,8,1,4,0.08046092743227458,1,1,0,Firefox,Other,mobile,US,direct,in_feed,ip_923,dev_3817,pub_52,Human,2025-01-02 03:05:18,1.0,1.0,0.0,0.0,0.0,120.0,0.9916666666666667,0.008472222222222226,0.0,0.6931471805599453
22.23774339820361,3,5,8.311355410281623,65.0,0.0,80.61922682343216,9.0,1323.623423820031,382.29102825101484,200.0,3.9054637486043218,20,0,1,0.033336715288909295,1,1,0,Firefox,iOS,desktop,BR,email,in_feed,ip_411,dev_284,pub_35,Human,2025-01-01 22:58:47,0.0,0.0,0.0,1.0,1.0,92.0,1.0,0.010869565217391304,0.0,0.6931471805599453
19.18668141578973,6,6,2.317247721318171,8.0,0.0,13.623000982991668,1.0,179.16172560028616,82.86819189309065,1220.0402806857956,3.708475452372054,20,1,15,0.023403964202350185,1,0,0,Chrome,Android,smart_tv,NG,direct,interstitial,ip_6015,dev_9134,pub_0,Bot,2025-01-03 02:04:40,23.0,13.0,1.0,14.0,14.0,862.0,0.6368909512761021,0.0027346967339753766,0.0,5.780743515792329
8.786760295499835,2,6,0.8115710510248727,3.0,0.0,,0.0,781.9910377509474,33.667362291959506,441.6947663826874,3.108674576212372,3,3,19,0.008635947592860087,1,1,1,Chrome,Linux,desktop,US,direct,top_banner,ip_6064,dev_9049,pub_4,Bot,2025-01-03 12:06:45,27.0,10.0,1.0,33.0,30.0,944.0,0.6271186440677966,0.002666259695489802,0.0,6.794586580876499
90.49369753056118,4,5,5.74307124416116,0.0,35.0,36.936408233643796,1.0,605.6603381731368,110.70846210868638,661.9179736299012,4.220660344381975,21,0,3,0.1872762001948042,1,1,1,Chrome,Android,mobile,US,social,in_feed,ip_3896,dev_5815,pub_35,Human,2025-01-01 15:07:56,1.0,1.0,0.0,0.0,0.0,63.0,1.0,0.015873015873015872,0.0,0.6931471805599453
118.89821653028353,6,2,1.2109444190495313,76.0,0.0,62.351173736739554,3.0,477.01020510807297,311.2735577533586,3581.5471543331887,4.226072206096292,8,4,15,0.04409784198227195,1,0,0,Chrome,Android,desktop,IN,direct,in_feed,ip_6872,dev_9257,pub_26,Bot,2025-01-03 17:01:18,9.0,9.0,1.0,3.0,3.0,260.0,0.9692307692307692,0.004082840236686392,0.0,3.367295829986474
41.352498749888085,8,2,5.141269713871506,143.0,0.0,43.33770149667051,4.0,1571.1661168012474,987.4678416792175,7192.372499124002,4.821408492070226,22,0,2,0.10016562548740639,1,1,0,Edge,iOS,desktop,US,search,interstitial,ip_1396,dev_5567,pub_11,Human,2025-01-03 07:37:08,3.0,3.0,1.0,1.0,1.0,218.0,0.9908256880733946,0.004671323962629409,0.0,1.6094379124341003
